"District","Party","Percentage","validVotesPercentage","Votes","Council","District"
"Pedrouços","JPP",0.24,0.25,15,"Maia","Porto"
"Pedrouços","MPT",0.24,0.25,15,"Maia","Porto"
"Pedrouços","PNR",0.16,0.16,10,"Maia","Porto"
"Pedrouços","PURP",0.16,0.16,10,"Maia","Porto"
"Pedrouços","PTP",0.14,0.15,9,"Maia","Porto"
"Pedrouços","MAS",0.06,0.07,4,"Maia","Porto"
"Pedrouços","PDR",0.06,0.07,4,"Maia","Porto"
"Pedrouços","PPM",0.05,0.05,3,"Maia","Porto"
"Castêlo da Maia","PPD/PSD",35.14,36.68,3390,"Maia","Porto"
"Castêlo da Maia","PS",33.3,34.77,3213,"Maia","Porto"
"Castêlo da Maia","B.E.",9.84,10.27,949,"Maia","Porto"
"Castêlo da Maia","PAN",4.1,4.28,396,"Maia","Porto"
"Castêlo da Maia","PCP-PEV",3.66,3.82,353,"Maia","Porto"
"Castêlo da Maia","CDS-PP",3,3.13,289,"Maia","Porto"
"Castêlo da Maia","IL",2.17,2.26,209,"Maia","Porto"
"Castêlo da Maia","L",0.93,0.97,90,"Maia","Porto"
"Castêlo da Maia","R.I.R.",0.72,0.75,69,"Maia","Porto"
"Castêlo da Maia","CH",0.59,0.62,57,"Maia","Porto"
"Castêlo da Maia","JPP",0.41,0.43,40,"Maia","Porto"
"Castêlo da Maia","A",0.39,0.41,38,"Maia","Porto"
"Castêlo da Maia","PCTP/MRPP",0.39,0.41,38,"Maia","Porto"
"Castêlo da Maia","MPT",0.31,0.32,30,"Maia","Porto"
"Castêlo da Maia","PTP",0.19,0.19,18,"Maia","Porto"
"Castêlo da Maia","PURP",0.17,0.17,16,"Maia","Porto"
"Castêlo da Maia","PDR",0.15,0.15,14,"Maia","Porto"
"Castêlo da Maia","NC",0.11,0.12,11,"Maia","Porto"
"Castêlo da Maia","PNR",0.11,0.12,11,"Maia","Porto"
"Castêlo da Maia","MAS",0.06,0.06,6,"Maia","Porto"
"Castêlo da Maia","PPM",0.05,0.05,5,"Maia","Porto"
"Cidade da Maia","PPD/PSD",33.74,35.23,7687,"Maia","Porto"
"Cidade da Maia","PS",31.51,32.9,7178,"Maia","Porto"
"Cidade da Maia","B.E.",11.31,11.81,2576,"Maia","Porto"
"Cidade da Maia","PAN",4.38,4.57,997,"Maia","Porto"
"Cidade da Maia","PCP-PEV",4.38,4.57,998,"Maia","Porto"
"Cidade da Maia","CDS-PP",2.98,3.12,680,"Maia","Porto"
"Cidade da Maia","IL",2.91,3.03,662,"Maia","Porto"
"Cidade da Maia","L",1.07,1.12,244,"Maia","Porto"
"Cidade da Maia","A",0.65,0.68,148,"Maia","Porto"
"Cidade da Maia","CH",0.61,0.63,138,"Maia","Porto"
"Cidade da Maia","PCTP/MRPP",0.5,0.52,114,"Maia","Porto"
"Cidade da Maia","R.I.R.",0.49,0.51,112,"Maia","Porto"
"Cidade da Maia","MPT",0.21,0.22,47,"Maia","Porto"
"Cidade da Maia","JPP",0.18,0.18,40,"Maia","Porto"
"Cidade da Maia","PDR",0.18,0.18,40,"Maia","Porto"
"Cidade da Maia","PNR",0.18,0.19,41,"Maia","Porto"
"Cidade da Maia","NC",0.14,0.15,33,"Maia","Porto"
"Cidade da Maia","PURP",0.14,0.14,31,"Maia","Porto"
"Cidade da Maia","PTP",0.12,0.13,28,"Maia","Porto"
"Cidade da Maia","PPM",0.08,0.08,18,"Maia","Porto"
"Cidade da Maia","MAS",0.03,0.03,7,"Maia","Porto"
"Nogueira e Silva Escura","PS",35.31,36.66,1539,"Maia","Porto"
"Nogueira e Silva Escura","PPD/PSD",32.31,33.54,1408,"Maia","Porto"
"Nogueira e Silva Escura","B.E.",10.17,10.55,443,"Maia","Porto"
"Nogueira e Silva Escura","PAN",4.73,4.91,206,"Maia","Porto"
"Nogueira e Silva Escura","PCP-PEV",3.4,3.53,148,"Maia","Porto"
"Nogueira e Silva Escura","CDS-PP",3.05,3.17,133,"Maia","Porto"
"Nogueira e Silva Escura","IL",1.61,1.67,70,"Maia","Porto"
"Nogueira e Silva Escura","L",1.19,1.24,52,"Maia","Porto"
"Nogueira e Silva Escura","A",1.01,1.05,44,"Maia","Porto"
"Nogueira e Silva Escura","CH",0.76,0.79,33,"Maia","Porto"
"Nogueira e Silva Escura","R.I.R.",0.67,0.69,29,"Maia","Porto"
"Nogueira e Silva Escura","NC",0.39,0.4,17,"Maia","Porto"
"Nogueira e Silva Escura","PNR",0.34,0.36,15,"Maia","Porto"
"Nogueira e Silva Escura","MPT",0.3,0.31,13,"Maia","Porto"
"Nogueira e Silva Escura","JPP",0.25,0.26,11,"Maia","Porto"
"Nogueira e Silva Escura","PCTP/MRPP",0.25,0.26,11,"Maia","Porto"
"Nogueira e Silva Escura","PURP",0.16,0.17,7,"Maia","Porto"
"Nogueira e Silva Escura","PPM",0.14,0.14,6,"Maia","Porto"
"Nogueira e Silva Escura","PTP",0.14,0.14,6,"Maia","Porto"
"Nogueira e Silva Escura","PDR",0.09,0.1,4,"Maia","Porto"
"Nogueira e Silva Escura","MAS",0.07,0.07,3,"Maia","Porto"
"Banho e Carvalhosa","PS",51.96,53.87,292,"Marco de Canaveses","Porto"
"Banho e Carvalhosa","PPD/PSD",20.82,21.59,117,"Marco de Canaveses","Porto"
"Banho e Carvalhosa","B.E.",6.76,7.01,38,"Marco de Canaveses","Porto"
"Banho e Carvalhosa","PCP-PEV",6.41,6.64,36,"Marco de Canaveses","Porto"
"Banho e Carvalhosa","CDS-PP",5.87,6.09,33,"Marco de Canaveses","Porto"
"Banho e Carvalhosa","R.I.R.",1.07,1.11,6,"Marco de Canaveses","Porto"
"Banho e Carvalhosa","PCTP/MRPP",0.89,0.92,5,"Marco de Canaveses","Porto"
"Banho e Carvalhosa","IL",0.53,0.55,3,"Marco de Canaveses","Porto"
"Banho e Carvalhosa","PAN",0.53,0.55,3,"Marco de Canaveses","Porto"
"Banho e Carvalhosa","PDR",0.53,0.55,3,"Marco de Canaveses","Porto"
"Banho e Carvalhosa","L",0.36,0.37,2,"Marco de Canaveses","Porto"
"Banho e Carvalhosa","CH",0.18,0.18,1,"Marco de Canaveses","Porto"
"Banho e Carvalhosa","MPT",0.18,0.18,1,"Marco de Canaveses","Porto"
"Banho e Carvalhosa","PNR",0.18,0.18,1,"Marco de Canaveses","Porto"
"Banho e Carvalhosa","PURP",0.18,0.18,1,"Marco de Canaveses","Porto"
"Banho e Carvalhosa","A",0,0,0,"Marco de Canaveses","Porto"
"Banho e Carvalhosa","JPP",0,0,0,"Marco de Canaveses","Porto"
"Banho e Carvalhosa","MAS",0,0,0,"Marco de Canaveses","Porto"
"Banho e Carvalhosa","NC",0,0,0,"Marco de Canaveses","Porto"
"Banho e Carvalhosa","PPM",0,0,0,"Marco de Canaveses","Porto"
"Banho e Carvalhosa","PTP",0,0,0,"Marco de Canaveses","Porto"
"Constance","PS",50.34,51.94,442,"Marco de Canaveses","Porto"
"Constance","PPD/PSD",25.97,26.79,228,"Marco de Canaveses","Porto"
"Constance","B.E.",5.47,5.64,48,"Marco de Canaveses","Porto"
"Constance","CDS-PP",4.56,4.7,40,"Marco de Canaveses","Porto"
"Constance","PCP-PEV",2.85,2.94,25,"Marco de Canaveses","Porto"
"Constance","R.I.R.",2.05,2.12,18,"Marco de Canaveses","Porto"
"Constance","PAN",1.59,1.65,14,"Marco de Canaveses","Porto"
"Constance","PCTP/MRPP",1.25,1.29,11,"Marco de Canaveses","Porto"
"Constance","IL",0.8,0.82,7,"Marco de Canaveses","Porto"
"Constance","CH",0.68,0.71,6,"Marco de Canaveses","Porto"
"Constance","A",0.34,0.35,3,"Marco de Canaveses","Porto"
"Constance","L",0.34,0.35,3,"Marco de Canaveses","Porto"
"Constance","PTP",0.23,0.24,2,"Marco de Canaveses","Porto"
"Constance","JPP",0.11,0.12,1,"Marco de Canaveses","Porto"
"Constance","PDR",0.11,0.12,1,"Marco de Canaveses","Porto"
"Constance","PNR",0.11,0.12,1,"Marco de Canaveses","Porto"
"Constance","PPM",0.11,0.12,1,"Marco de Canaveses","Porto"
"Constance","MAS",0,0,0,"Marco de Canaveses","Porto"
"Constance","MPT",0,0,0,"Marco de Canaveses","Porto"
"Constance","NC",0,0,0,"Marco de Canaveses","Porto"
"Constance","PURP",0,0,0,"Marco de Canaveses","Porto"
"Soalhães","PS",56.29,57.98,850,"Marco de Canaveses","Porto"
"Soalhães","PPD/PSD",23.44,24.15,354,"Marco de Canaveses","Porto"
"Soalhães","B.E.",7.09,7.3,107,"Marco de Canaveses","Porto"
"Soalhães","CDS-PP",3.25,3.34,49,"Marco de Canaveses","Porto"
"Soalhães","PCP-PEV",2.05,2.11,31,"Marco de Canaveses","Porto"
"Soalhães","PAN",1.06,1.09,16,"Marco de Canaveses","Porto"
"Soalhães","R.I.R.",1.06,1.09,16,"Marco de Canaveses","Porto"
"Soalhães","CH",0.6,0.61,9,"Marco de Canaveses","Porto"
"Soalhães","A",0.4,0.41,6,"Marco de Canaveses","Porto"
"Soalhães","L",0.4,0.41,6,"Marco de Canaveses","Porto"
"Soalhães","JPP",0.26,0.27,4,"Marco de Canaveses","Porto"
"Soalhães","PCTP/MRPP",0.26,0.27,4,"Marco de Canaveses","Porto"
"Soalhães","IL",0.2,0.2,3,"Marco de Canaveses","Porto"
"Soalhães","MPT",0.2,0.2,3,"Marco de Canaveses","Porto"
"Soalhães","PNR",0.13,0.14,2,"Marco de Canaveses","Porto"
"Soalhães","PURP",0.13,0.14,2,"Marco de Canaveses","Porto"
"Soalhães","MAS",0.07,0.07,1,"Marco de Canaveses","Porto"
"Soalhães","NC",0.07,0.07,1,"Marco de Canaveses","Porto"
"Soalhães","PDR",0.07,0.07,1,"Marco de Canaveses","Porto"
"Soalhães","PTP",0.07,0.07,1,"Marco de Canaveses","Porto"
"Soalhães","PPM",0,0,0,"Marco de Canaveses","Porto"
"Sobretâmega","PS",49.55,51.39,278,"Marco de Canaveses","Porto"
"Sobretâmega","PPD/PSD",29.06,30.13,163,"Marco de Canaveses","Porto"
"Sobretâmega","B.E.",6.77,7.02,38,"Marco de Canaveses","Porto"
"Sobretâmega","CDS-PP",4.46,4.62,25,"Marco de Canaveses","Porto"
"Sobretâmega","PAN",1.96,2.03,11,"Marco de Canaveses","Porto"
"Sobretâmega","PCP-PEV",1.43,1.48,8,"Marco de Canaveses","Porto"
"Sobretâmega","PDR",0.71,0.74,4,"Marco de Canaveses","Porto"
"Sobretâmega","R.I.R.",0.71,0.74,4,"Marco de Canaveses","Porto"
"Sobretâmega","IL",0.53,0.55,3,"Marco de Canaveses","Porto"
"Sobretâmega","L",0.36,0.37,2,"Marco de Canaveses","Porto"
"Sobretâmega","MPT",0.36,0.37,2,"Marco de Canaveses","Porto"
"Sobretâmega","CH",0.18,0.18,1,"Marco de Canaveses","Porto"
"Sobretâmega","JPP",0.18,0.18,1,"Marco de Canaveses","Porto"
"Sobretâmega","PCTP/MRPP",0.18,0.18,1,"Marco de Canaveses","Porto"
"Sobretâmega","A",0,0,0,"Marco de Canaveses","Porto"
"Sobretâmega","MAS",0,0,0,"Marco de Canaveses","Porto"
"Sobretâmega","NC",0,0,0,"Marco de Canaveses","Porto"
"Sobretâmega","PNR",0,0,0,"Marco de Canaveses","Porto"
"Sobretâmega","PPM",0,0,0,"Marco de Canaveses","Porto"
"Sobretâmega","PTP",0,0,0,"Marco de Canaveses","Porto"
"Sobretâmega","PURP",0,0,0,"Marco de Canaveses","Porto"
"Tabuado","PS",42.65,45.06,319,"Marco de Canaveses","Porto"
"Tabuado","PPD/PSD",36.36,38.42,272,"Marco de Canaveses","Porto"
"Tabuado","B.E.",5.88,6.21,44,"Marco de Canaveses","Porto"
"Tabuado","CDS-PP",3.34,3.53,25,"Marco de Canaveses","Porto"
"Tabuado","PAN",1.87,1.98,14,"Marco de Canaveses","Porto"
"Tabuado","IL",0.94,0.99,7,"Marco de Canaveses","Porto"
"Tabuado","PCP-PEV",0.94,0.99,7,"Marco de Canaveses","Porto"
"Tabuado","A",0.8,0.85,6,"Marco de Canaveses","Porto"
"Tabuado","R.I.R.",0.53,0.56,4,"Marco de Canaveses","Porto"
"Tabuado","CH",0.4,0.42,3,"Marco de Canaveses","Porto"
"Tabuado","PCTP/MRPP",0.4,0.42,3,"Marco de Canaveses","Porto"
"Tabuado","JPP",0.13,0.14,1,"Marco de Canaveses","Porto"
"Tabuado","L",0.13,0.14,1,"Marco de Canaveses","Porto"
"Tabuado","MPT",0.13,0.14,1,"Marco de Canaveses","Porto"
"Tabuado","PNR",0.13,0.14,1,"Marco de Canaveses","Porto"
"Tabuado","MAS",0,0,0,"Marco de Canaveses","Porto"
"Tabuado","NC",0,0,0,"Marco de Canaveses","Porto"
"Tabuado","PDR",0,0,0,"Marco de Canaveses","Porto"
"Tabuado","PPM",0,0,0,"Marco de Canaveses","Porto"
"Tabuado","PTP",0,0,0,"Marco de Canaveses","Porto"
"Tabuado","PURP",0,0,0,"Marco de Canaveses","Porto"
"Vila Boa do Bispo","PPD/PSD",40.79,42.35,565,"Marco de Canaveses","Porto"
"Vila Boa do Bispo","PS",33.57,34.86,465,"Marco de Canaveses","Porto"
"Vila Boa do Bispo","CDS-PP",7.51,7.8,104,"Marco de Canaveses","Porto"
"Vila Boa do Bispo","B.E.",5.49,5.7,76,"Marco de Canaveses","Porto"
"Vila Boa do Bispo","PAN",2.24,2.32,31,"Marco de Canaveses","Porto"
"Vila Boa do Bispo","R.I.R.",1.95,2.02,27,"Marco de Canaveses","Porto"
"Vila Boa do Bispo","PCP-PEV",1.08,1.12,15,"Marco de Canaveses","Porto"
"Vila Boa do Bispo","IL",0.87,0.9,12,"Marco de Canaveses","Porto"
"Vila Boa do Bispo","L",0.58,0.6,8,"Marco de Canaveses","Porto"
"Vila Boa do Bispo","CH",0.43,0.45,6,"Marco de Canaveses","Porto"
"Vila Boa do Bispo","PTP",0.43,0.45,6,"Marco de Canaveses","Porto"
"Vila Boa do Bispo","NC",0.22,0.22,3,"Marco de Canaveses","Porto"
"Vila Boa do Bispo","PCTP/MRPP",0.22,0.22,3,"Marco de Canaveses","Porto"
"Vila Boa do Bispo","PDR",0.22,0.22,3,"Marco de Canaveses","Porto"
"Vila Boa do Bispo","PPM",0.22,0.22,3,"Marco de Canaveses","Porto"
"Vila Boa do Bispo","PURP",0.22,0.22,3,"Marco de Canaveses","Porto"
"Vila Boa do Bispo","A",0.14,0.15,2,"Marco de Canaveses","Porto"
"Vila Boa do Bispo","MPT",0.07,0.07,1,"Marco de Canaveses","Porto"
"Vila Boa do Bispo","PNR",0.07,0.07,1,"Marco de Canaveses","Porto"
"Vila Boa do Bispo","JPP",0,0,0,"Marco de Canaveses","Porto"
"Vila Boa do Bispo","MAS",0,0,0,"Marco de Canaveses","Porto"
"Alpendorada, Várzea e Torrão","PPD/PSD",43.29,44.76,1693,"Marco de Canaveses","Porto"
"Alpendorada, Várzea e Torrão","PS",33.04,34.16,1292,"Marco de Canaveses","Porto"
"Alpendorada, Várzea e Torrão","B.E.",5.75,5.95,225,"Marco de Canaveses","Porto"
"Alpendorada, Várzea e Torrão","CDS-PP",5.11,5.29,200,"Marco de Canaveses","Porto"
"Alpendorada, Várzea e Torrão","PAN",2.53,2.62,99,"Marco de Canaveses","Porto"
"Alpendorada, Várzea e Torrão","R.I.R.",2.4,2.49,94,"Marco de Canaveses","Porto"
"Alpendorada, Várzea e Torrão","PCP-PEV",1.61,1.67,63,"Marco de Canaveses","Porto"
"Alpendorada, Várzea e Torrão","IL",0.74,0.77,29,"Marco de Canaveses","Porto"
"Alpendorada, Várzea e Torrão","L",0.28,0.29,11,"Marco de Canaveses","Porto"
"Alpendorada, Várzea e Torrão","PTP",0.26,0.26,10,"Marco de Canaveses","Porto"
"Alpendorada, Várzea e Torrão","A",0.23,0.24,9,"Marco de Canaveses","Porto"
"Alpendorada, Várzea e Torrão","PNR",0.23,0.24,9,"Marco de Canaveses","Porto"
"Alpendorada, Várzea e Torrão","PURP",0.2,0.21,8,"Marco de Canaveses","Porto"
"Alpendorada, Várzea e Torrão","CH",0.18,0.19,7,"Marco de Canaveses","Porto"
"Alpendorada, Várzea e Torrão","PCTP/MRPP",0.18,0.19,7,"Marco de Canaveses","Porto"
"Alpendorada, Várzea e Torrão","MAS",0.13,0.13,5,"Marco de Canaveses","Porto"
"Alpendorada, Várzea e Torrão","MPT",0.13,0.13,5,"Marco de Canaveses","Porto"
"Alpendorada, Várzea e Torrão","JPP",0.1,0.11,4,"Marco de Canaveses","Porto"
"Alpendorada, Várzea e Torrão","NC",0.1,0.11,4,"Marco de Canaveses","Porto"
"Alpendorada, Várzea e Torrão","PDR",0.1,0.11,4,"Marco de Canaveses","Porto"
"Alpendorada, Várzea e Torrão","PPM",0.1,0.11,4,"Marco de Canaveses","Porto"
"Avessadas e Rosém","PS",36.72,38.22,253,"Marco de Canaveses","Porto"
"Avessadas e Rosém","PPD/PSD",36.57,38.07,252,"Marco de Canaveses","Porto"
"Avessadas e Rosém","B.E.",8.13,8.46,56,"Marco de Canaveses","Porto"
"Avessadas e Rosém","CDS-PP",5.22,5.44,36,"Marco de Canaveses","Porto"
"Avessadas e Rosém","R.I.R.",1.74,1.81,12,"Marco de Canaveses","Porto"
"Avessadas e Rosém","PAN",1.6,1.66,11,"Marco de Canaveses","Porto"
"Avessadas e Rosém","PCP-PEV",1.6,1.66,11,"Marco de Canaveses","Porto"
"Avessadas e Rosém","PCTP/MRPP",0.87,0.91,6,"Marco de Canaveses","Porto"
"Avessadas e Rosém","A",0.73,0.76,5,"Marco de Canaveses","Porto"
"Avessadas e Rosém","IL",0.73,0.76,5,"Marco de Canaveses","Porto"
"Avessadas e Rosém","L",0.44,0.45,3,"Marco de Canaveses","Porto"
"Avessadas e Rosém","PTP",0.44,0.45,3,"Marco de Canaveses","Porto"
"Avessadas e Rosém","CH",0.29,0.3,2,"Marco de Canaveses","Porto"
"Avessadas e Rosém","JPP",0.29,0.3,2,"Marco de Canaveses","Porto"
"Avessadas e Rosém","PURP",0.29,0.3,2,"Marco de Canaveses","Porto"
"Avessadas e Rosém","MPT",0.15,0.15,1,"Marco de Canaveses","Porto"
"Avessadas e Rosém","NC",0.15,0.15,1,"Marco de Canaveses","Porto"
"Avessadas e Rosém","PNR",0.15,0.15,1,"Marco de Canaveses","Porto"
"Avessadas e Rosém","MAS",0,0,0,"Marco de Canaveses","Porto"
"Avessadas e Rosém","PDR",0,0,0,"Marco de Canaveses","Porto"
"Avessadas e Rosém","PPM",0,0,0,"Marco de Canaveses","Porto"
"Bem Viver","PPD/PSD",40.02,41.94,676,"Marco de Canaveses","Porto"
"Bem Viver","PS",34.64,36.29,585,"Marco de Canaveses","Porto"
"Bem Viver","B.E.",5.45,5.71,92,"Marco de Canaveses","Porto"
"Bem Viver","CDS-PP",5.33,5.58,90,"Marco de Canaveses","Porto"
"Bem Viver","PAN",3.14,3.29,53,"Marco de Canaveses","Porto"
"Bem Viver","R.I.R.",2.01,2.11,34,"Marco de Canaveses","Porto"
"Bem Viver","PCP-PEV",1.24,1.3,21,"Marco de Canaveses","Porto"
"Bem Viver","CH",0.71,0.74,12,"Marco de Canaveses","Porto"
"Bem Viver","PCTP/MRPP",0.53,0.56,9,"Marco de Canaveses","Porto"
"Bem Viver","IL",0.47,0.5,8,"Marco de Canaveses","Porto"
"Bem Viver","PNR",0.41,0.43,7,"Marco de Canaveses","Porto"
"Bem Viver","PURP",0.36,0.37,6,"Marco de Canaveses","Porto"
"Bem Viver","A",0.18,0.19,3,"Marco de Canaveses","Porto"
"Bem Viver","L",0.18,0.19,3,"Marco de Canaveses","Porto"
"Bem Viver","PPM",0.18,0.19,3,"Marco de Canaveses","Porto"
"Bem Viver","PTP",0.18,0.19,3,"Marco de Canaveses","Porto"
"Bem Viver","JPP",0.12,0.12,2,"Marco de Canaveses","Porto"
"Bem Viver","MPT",0.12,0.12,2,"Marco de Canaveses","Porto"
"Bem Viver","PDR",0.12,0.12,2,"Marco de Canaveses","Porto"
"Bem Viver","NC",0.06,0.06,1,"Marco de Canaveses","Porto"
"Bem Viver","MAS",0,0,0,"Marco de Canaveses","Porto"
"Santo Isidoro e Livração","PS",56.39,58.09,657,"Marco de Canaveses","Porto"
"Santo Isidoro e Livração","PPD/PSD",16.74,17.24,195,"Marco de Canaveses","Porto"
"Santo Isidoro e Livração","PCP-PEV",8.76,9.02,102,"Marco de Canaveses","Porto"
"Santo Isidoro e Livração","B.E.",7.81,8.05,91,"Marco de Canaveses","Porto"
"Santo Isidoro e Livração","CDS-PP",1.89,1.95,22,"Marco de Canaveses","Porto"
"Santo Isidoro e Livração","PAN",1.8,1.86,21,"Marco de Canaveses","Porto"
"Santo Isidoro e Livração","R.I.R.",1.2,1.24,14,"Marco de Canaveses","Porto"
"Santo Isidoro e Livração","IL",0.52,0.53,6,"Marco de Canaveses","Porto"
"Santo Isidoro e Livração","L",0.43,0.44,5,"Marco de Canaveses","Porto"
"Santo Isidoro e Livração","PCTP/MRPP",0.26,0.27,3,"Marco de Canaveses","Porto"
"Santo Isidoro e Livração","PNR",0.26,0.27,3,"Marco de Canaveses","Porto"
"Santo Isidoro e Livração","NC",0.17,0.18,2,"Marco de Canaveses","Porto"
"Santo Isidoro e Livração","PPM",0.17,0.18,2,"Marco de Canaveses","Porto"
"Santo Isidoro e Livração","PTP",0.17,0.18,2,"Marco de Canaveses","Porto"
"Santo Isidoro e Livração","PURP",0.17,0.18,2,"Marco de Canaveses","Porto"
"Santo Isidoro e Livração","A",0.09,0.09,1,"Marco de Canaveses","Porto"
"Santo Isidoro e Livração","CH",0.09,0.09,1,"Marco de Canaveses","Porto"
"Santo Isidoro e Livração","MAS",0.09,0.09,1,"Marco de Canaveses","Porto"
"Santo Isidoro e Livração","PDR",0.09,0.09,1,"Marco de Canaveses","Porto"
"Santo Isidoro e Livração","JPP",0,0,0,"Marco de Canaveses","Porto"
"Santo Isidoro e Livração","MPT",0,0,0,"Marco de Canaveses","Porto"
"Marco","PS",43.04,44.76,2364,"Marco de Canaveses","Porto"
"Marco","PPD/PSD",29.42,30.59,1616,"Marco de Canaveses","Porto"
"Marco","B.E.",8.96,9.31,492,"Marco de Canaveses","Porto"
"Marco","CDS-PP",4.1,4.26,225,"Marco de Canaveses","Porto"
"Marco","PCP-PEV",2.86,2.97,157,"Marco de Canaveses","Porto"
"Marco","PAN",2.77,2.88,152,"Marco de Canaveses","Porto"
"Marco","R.I.R.",1.37,1.42,75,"Marco de Canaveses","Porto"
"Marco","L",0.58,0.61,32,"Marco de Canaveses","Porto"
"Marco","CH",0.53,0.55,29,"Marco de Canaveses","Porto"
"Marco","A",0.4,0.42,22,"Marco de Canaveses","Porto"
"Marco","PCTP/MRPP",0.4,0.42,22,"Marco de Canaveses","Porto"
"Marco","IL",0.38,0.4,21,"Marco de Canaveses","Porto"
"Marco","PURP",0.25,0.27,14,"Marco de Canaveses","Porto"
"Marco","NC",0.24,0.25,13,"Marco de Canaveses","Porto"
"Marco","PNR",0.2,0.21,11,"Marco de Canaveses","Porto"
"Marco","MPT",0.15,0.15,8,"Marco de Canaveses","Porto"
"Marco","PDR",0.15,0.15,8,"Marco de Canaveses","Porto"
"Marco","PTP",0.13,0.13,7,"Marco de Canaveses","Porto"
"Marco","JPP",0.11,0.11,6,"Marco de Canaveses","Porto"
"Marco","PPM",0.11,0.11,6,"Marco de Canaveses","Porto"
"Marco","MAS",0.04,0.04,2,"Marco de Canaveses","Porto"
"Paredes de Viadores e Manhuncelos","PS",52.56,54.7,390,"Marco de Canaveses","Porto"
"Paredes de Viadores e Manhuncelos","PPD/PSD",20.22,21.04,150,"Marco de Canaveses","Porto"
"Paredes de Viadores e Manhuncelos","B.E.",7.82,8.13,58,"Marco de Canaveses","Porto"
"Paredes de Viadores e Manhuncelos","CDS-PP",5.53,5.75,41,"Marco de Canaveses","Porto"
"Paredes de Viadores e Manhuncelos","PCP-PEV",2.29,2.38,17,"Marco de Canaveses","Porto"
"Paredes de Viadores e Manhuncelos","R.I.R.",2.16,2.24,16,"Marco de Canaveses","Porto"
"Paredes de Viadores e Manhuncelos","PAN",1.48,1.54,11,"Marco de Canaveses","Porto"
"Paredes de Viadores e Manhuncelos","CH",0.67,0.7,5,"Marco de Canaveses","Porto"
"Paredes de Viadores e Manhuncelos","JPP",0.4,0.42,3,"Marco de Canaveses","Porto"
"Paredes de Viadores e Manhuncelos","MPT",0.4,0.42,3,"Marco de Canaveses","Porto"
"Paredes de Viadores e Manhuncelos","NC",0.4,0.42,3,"Marco de Canaveses","Porto"
"Paredes de Viadores e Manhuncelos","PCTP/MRPP",0.4,0.42,3,"Marco de Canaveses","Porto"
"Paredes de Viadores e Manhuncelos","A",0.27,0.28,2,"Marco de Canaveses","Porto"
"Paredes de Viadores e Manhuncelos","IL",0.27,0.28,2,"Marco de Canaveses","Porto"
"Paredes de Viadores e Manhuncelos","L",0.27,0.28,2,"Marco de Canaveses","Porto"
"Paredes de Viadores e Manhuncelos","PDR",0.27,0.28,2,"Marco de Canaveses","Porto"
"Paredes de Viadores e Manhuncelos","PNR",0.27,0.28,2,"Marco de Canaveses","Porto"
"Paredes de Viadores e Manhuncelos","MAS",0.13,0.14,1,"Marco de Canaveses","Porto"
"Paredes de Viadores e Manhuncelos","PTP",0.13,0.14,1,"Marco de Canaveses","Porto"
"Paredes de Viadores e Manhuncelos","PURP",0.13,0.14,1,"Marco de Canaveses","Porto"
"Paredes de Viadores e Manhuncelos","PPM",0,0,0,"Marco de Canaveses","Porto"
"Penha Longa e Paços de Gaiolo","PS",44.94,46.57,502,"Marco de Canaveses","Porto"
"Penha Longa e Paços de Gaiolo","PPD/PSD",27.39,28.39,306,"Marco de Canaveses","Porto"
"Penha Longa e Paços de Gaiolo","B.E.",9.67,10.02,108,"Marco de Canaveses","Porto"
"Penha Longa e Paços de Gaiolo","CDS-PP",4.66,4.82,52,"Marco de Canaveses","Porto"
"Penha Longa e Paços de Gaiolo","R.I.R.",2.15,2.23,24,"Marco de Canaveses","Porto"
"Penha Longa e Paços de Gaiolo","PAN",1.97,2.04,22,"Marco de Canaveses","Porto"
"Penha Longa e Paços de Gaiolo","PCP-PEV",1.34,1.39,15,"Marco de Canaveses","Porto"
"Penha Longa e Paços de Gaiolo","IL",1.07,1.11,12,"Marco de Canaveses","Porto"
"Penha Longa e Paços de Gaiolo","CH",0.72,0.74,8,"Marco de Canaveses","Porto"
"Penha Longa e Paços de Gaiolo","L",0.54,0.56,6,"Marco de Canaveses","Porto"
"Penha Longa e Paços de Gaiolo","A",0.45,0.46,5,"Marco de Canaveses","Porto"
"Penha Longa e Paços de Gaiolo","PCTP/MRPP",0.45,0.46,5,"Marco de Canaveses","Porto"
"Penha Longa e Paços de Gaiolo","PTP",0.36,0.37,4,"Marco de Canaveses","Porto"
"Penha Longa e Paços de Gaiolo","JPP",0.27,0.28,3,"Marco de Canaveses","Porto"
"Penha Longa e Paços de Gaiolo","MAS",0.18,0.19,2,"Marco de Canaveses","Porto"
"Penha Longa e Paços de Gaiolo","MPT",0.09,0.09,1,"Marco de Canaveses","Porto"
"Penha Longa e Paços de Gaiolo","PDR",0.09,0.09,1,"Marco de Canaveses","Porto"
"Penha Longa e Paços de Gaiolo","PPM",0.09,0.09,1,"Marco de Canaveses","Porto"
"Penha Longa e Paços de Gaiolo","PURP",0.09,0.09,1,"Marco de Canaveses","Porto"
"Penha Longa e Paços de Gaiolo","NC",0,0,0,"Marco de Canaveses","Porto"
"Penha Longa e Paços de Gaiolo","PNR",0,0,0,"Marco de Canaveses","Porto"
"Sande e São Lourenço do Douro","PPD/PSD",44.88,47.11,522,"Marco de Canaveses","Porto"
